ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
8516;29/01/2024 03:20:00;-33.055642000000006;-71.535046;38;109;2;soldering;wood;145;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8517;29/01/2024 03:30:00;-33.055642000000006;-71.530046;38;112;2;none;fuel recipient;57;['Propose monitoring flight']
8518;29/01/2024 03:40:00;-33.055642000000006;-71.525046;37;112;0;smoke;wood;101;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8519;29/01/2024 03:50:00;-33.055642000000006;-71.52004600000001;37;109;0;none;electric connection;35;[]
8520;29/01/2024 04:00:00;-33.06064200000001;-71.52004600000001;38;86;21;none;trash;367;['Propose monitoring flight']
8521;29/01/2024 04:10:00;-33.06064200000001;-71.525046;38;86;19;fire;dry grass;24;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8522;29/01/2024 04:20:00;-33.06064200000001;-71.530046;37;86;17;papers;wood;115;['Contact waste collectors']
8523;29/01/2024 04:30:00;-33.06064200000001;-71.535046;20;83;17;soldering;wood;48;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8524;29/01/2024 04:40:00;-33.06064200000001;-71.54004599999999;21;86;17;illegal electricity connection;ground;317;[]
8525;29/01/2024 04:50:00;-33.06064200000001;-71.54504599999999;20;64;15;wastes;ground;101;['Contact waste collectors']
8526;29/01/2024 05:00:00;-33.06064200000001;-71.55004599999998;21;64;17;none;street;25;['Propose monitoring flight']
8527;29/01/2024 05:10:00;-33.06064200000001;-71.55504599999998;20;64;15;suspicious presence;grass;53;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8528;29/01/2024 05:20:00;-33.06064200000001;-71.56004599999997;20;61;13;wood;trash;143;[]
8529;29/01/2024 05:30:00;-33.06064200000001;-71.56504599999997;20;64;13;burning waste;electric connection;8;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8530;29/01/2024 05:40:00;-33.06564200000001;-71.56504599999997;21;61;11;grill on;trees;103;[]
8531;29/01/2024 05:50:00;-33.06564200000001;-71.56004599999997;20;58;9;smoke;highway;699;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
8532;29/01/2024 06:00:00;-33.06564200000001;-71.55504599999998;17;61;32;papers;ground;119;['Contact waste collectors']
8533;29/01/2024 06:10:00;-33.06564200000001;-71.55004599999998;17;61;34;suspicious presence;dry grass;301;['Notify local authorities']
8534;29/01/2024 06:20:00;-33.06564200000001;-71.54504599999999;16;61;34;fire;ground;97;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
8535;29/01/2024 06:30:00;-33.06564200000001;-71.54004599999999;17;52;34;fire;wood;17;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8536;29/01/2024 06:40:00;-33.06564200000001;-71.535046;17;49;36;lit campfire;wood;162;['Notify local authorities']
8537;29/01/2024 06:50:00;-33.06564200000001;-71.530046;18;46;38;bonfire;house;221;['Call fire fighters']
8538;29/01/2024 07:00:00;-33.06564200000001;-71.525046;18;46;40;fire;ground;114;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
8539;29/01/2024 07:10:00;-33.06564200000001;-71.52004600000001;19;43;40;papers;street;90;['Contact waste collectors']
8540;29/01/2024 07:20:00;-33.070642000000014;-71.52004600000001;19;53;40;glass;tent;97;['Notify local collaborators', 'Contact waste collectors']
8541;29/01/2024 07:30:00;-33.070642000000014;-71.525046;20;56;38;glass;road;540;[]
8542;29/01/2024 07:40:00;-33.070642000000014;-71.530046;19;59;38;grill on;dry grass;314;[]
8543;29/01/2024 07:50:00;-33.070642000000014;-71.535046;19;56;38;soldering;wood;197;['Notify local authorities']
8544;29/01/2024 08:00:00;-33.070642000000014;-71.54004599999999;18;59;30;illegal electricity connection;house;30;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
8545;29/01/2024 08:10:00;-33.070642000000014;-71.54504599999999;19;30;32;glass;trees;111;['Contact waste collectors']
8546;29/01/2024 08:20:00;-33.070642000000014;-71.55004599999998;20;27;32;none;trees;86;[]
8547;29/01/2024 08:30:00;-33.070642000000014;-71.55504599999998;19;30;32;glass;electric connection;68;['Notify local collaborators', 'Contact waste collectors']
8548;29/01/2024 08:40:00;-33.070642000000014;-71.56004599999997;18;33;34;burning waste;ground;4;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8549;29/01/2024 08:50:00;-33.070642000000014;-71.56504599999997;19;33;34;wood;trees;69;['Notify local collaborators']
8550;29/01/2024 09:00:00;-33.070642000000014;-71.57004599999996;33;50;34;glass;trash;181;['Contact waste collectors']
8551;29/01/2024 09:10:00;-33.070642000000014;-71.57504599999996;33;50;34;glass;trash;27;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8552;29/01/2024 09:20:00;-33.070642000000014;-71.58004599999995;32;53;36;glass bottle;tent;51;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8553;29/01/2024 09:30:00;-33.070642000000014;-71.58504599999995;32;50;38;smoke;fuel recipient;48;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8554;29/01/2024 09:40:00;-33.070642000000014;-71.59004599999994;31;50;38;burning waste;street;22;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8555;29/01/2024 09:50:00;-33.070642000000014;-71.59504599999994;32;75;40;suspicious presence;dry grass;128;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8556;29/01/2024 10:00:00;-33.070642000000014;-71.60004599999994;33;72;34;none;wood;53;['Propose monitoring flight']
8557;29/01/2024 10:10:00;-33.070642000000014;-71.60504599999993;34;72;32;bonfire;wood;48;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
8558;29/01/2024 10:20:00;-33.070642000000014;-71.61004599999993;33;69;34;soldering;road;11;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8559;29/01/2024 10:30:00;-33.070642000000014;-71.61504599999992;38;69;36;none;wood;65;['Propose monitoring flight']
8560;29/01/2024 10:40:00;-33.06564200000001;-71.61504599999992;39;81;38;bonfire;highway;474;['Call fire fighters']
8561;29/01/2024 10:50:00;-33.06564200000001;-71.61004599999993;40;78;38;burning waste;trash;568;['Notify local authorities']
8562;29/01/2024 11:00:00;-33.06564200000001;-71.60504599999993;39;75;38;soldering;trash;234;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8563;29/01/2024 11:10:00;-33.06564200000001;-71.60004599999994;40;72;36;wood;highway;84;[]
8564;29/01/2024 11:20:00;-33.06564200000001;-71.59504599999994;40;75;38;lit campfire;grass;270;['Notify local authorities']
8565;29/01/2024 11:30:00;-33.06564200000001;-71.59004599999994;40;57;38;grill on;wood;319;[]
8566;29/01/2024 11:40:00;-33.06564200000001;-71.58504599999995;39;54;40;suspicious presence;highway;39;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8567;29/01/2024 11:50:00;-33.06564200000001;-71.58004599999995;40;51;42;bonfire;wood;32;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
8568;29/01/2024 12:00:00;-33.06564200000001;-71.57504599999996;17;51;53;lighting a grill;house;15;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8569;29/01/2024 12:10:00;-33.06564200000001;-71.57004599999996;18;54;55;lit campfire;street;188;['Notify local authorities']
8570;29/01/2024 12:20:00;-33.06064200000001;-71.57004599999996;17;62;57;gas recipient;wood;241;[]
8571;29/01/2024 12:30:00;-33.06064200000001;-71.57504599999996;16;59;59;fire;grass;33;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8572;29/01/2024 12:40:00;-33.06064200000001;-71.58004599999995;17;59;59;bonfire;trash;93;['Notify local collaborators', 'Call fire fighters']
8573;29/01/2024 12:50:00;-33.06064200000001;-71.58504599999995;18;62;61;dry grass;grass;902;[]
8574;29/01/2024 13:00:00;-33.06064200000001;-71.59004599999994;19;59;59;none;street;22;['Propose monitoring flight']
8575;29/01/2024 13:10:00;-33.06064200000001;-71.59504599999994;20;90;57;wastes;house;4;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8576;29/01/2024 13:20:00;-33.06064200000001;-71.60004599999994;21;87;57;lit campfire;highway;155;['Notify local authorities']
8577;29/01/2024 13:30:00;-33.06064200000001;-71.60504599999993;15;84;59;wastes;road;93;['Contact waste collectors']
8578;29/01/2024 13:40:00;-33.06064200000001;-71.61004599999993;15;87;57;burning waste;tent;331;['Notify local authorities']
8579;29/01/2024 13:50:00;-33.06064200000001;-71.61504599999992;14;84;55;lighting a grill;dry grass;115;['Notify local authorities']
8580;29/01/2024 14:00:00;-33.055642000000006;-71.61504599999992;14;64;10;grill on;trash;46;['Notify local authorities', 'Notify local collaborators']
8581;29/01/2024 14:10:00;-33.055642000000006;-71.61004599999993;15;64;10;none;tent;249;['Propose monitoring flight']
8582;29/01/2024 14:20:00;-33.055642000000006;-71.60504599999993;15;67;12;lit campfire;trees;271;['Notify local authorities']
8583;29/01/2024 14:30:00;-33.055642000000006;-71.60004599999994;15;64;12;none;electric connection;802;[]
8584;29/01/2024 14:40:00;-33.055642000000006;-71.59504599999994;14;67;14;dry grass;trash;16;['Notify local authorities', 'Notify local collaborators']
8585;29/01/2024 14:50:00;-33.055642000000006;-71.59004599999994;13;19;14;lighting a grill;street;193;['Notify local authorities']
8586;29/01/2024 15:00:00;-33.055642000000006;-71.58504599999995;16;16;14;glass bottle;trees;97;['Notify local collaborators', 'Contact waste collectors']
8587;29/01/2024 15:10:00;-33.055642000000006;-71.58004599999995;16;16;16;grill on;house;27;['Notify local authorities', 'Notify local collaborators']
8588;29/01/2024 15:20:00;-33.055642000000006;-71.57504599999996;17;16;14;smoking;street;660;['Notify local authorities']
8589;29/01/2024 15:30:00;-33.055642000000006;-71.57004599999996;17;13;16;dry grass;grass;109;[]
8590;29/01/2024 15:40:00;-33.050642;-71.57004599999996;17;108;18;illegal electricity connection;trees;23;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
8591;29/01/2024 15:50:00;-33.050642;-71.57504599999996;18;108;18;none;road;139;['Propose monitoring flight']
8592;29/01/2024 16:00:00;-33.050642;-71.58004599999995;19;111;52;gas recipient;electric connection;95;['Notify local collaborators']
8593;29/01/2024 16:10:00;-33.050642;-71.58504599999995;19;108;52;lighting a grill;highway;349;['Notify local authorities']
8594;29/01/2024 16:20:00;-33.050642;-71.59004599999994;20;111;50;glass bottle;tent;415;['Contact waste collectors']
8595;29/01/2024 16:30:00;-33.050642;-71.59504599999994;27;85;52;dry grass;grass;24;['Notify local authorities', 'Notify local collaborators']
8596;29/01/2024 16:40:00;-33.050642;-71.60004599999994;28;88;50;wood;street;71;[]
8597;29/01/2024 16:50:00;-33.050642;-71.60504599999993;29;88;48;grill on;grass;36;['Notify local authorities', 'Notify local collaborators']
8598;29/01/2024 17:00:00;-33.050642;-71.61004599999993;30;85;48;illegal electricity connection;ground;49;['Notify power company', 'Notify local collaborators']
8599;29/01/2024 17:10:00;-33.050642;-71.61504599999992;31;88;50;illegal electricity connection;electric connection;719;[]
8600;29/01/2024 17:20:00;-33.045642;-71.61504599999992;31;80;50;dry grass;trash;135;[]
8601;29/01/2024 17:30:00;-33.045642;-71.61004599999993;30;83;50;none;trees;142;['Propose monitoring flight']
8602;29/01/2024 17:40:00;-33.045642;-71.60504599999993;29;80;50;none;trash;84;['Propose monitoring flight']
8603;29/01/2024 17:50:00;-33.045642;-71.60004599999994;28;80;50;glass bottle;house;171;['Contact waste collectors']
8604;29/01/2024 18:00:00;-33.045642;-71.59504599999994;33;80;14;illegal electricity connection;street;39;['Notify power company', 'Notify local collaborators']
8605;29/01/2024 18:10:00;-33.045642;-71.59004599999994;33;22;12;fire;trees;687;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8606;29/01/2024 18:20:00;-33.045642;-71.58504599999995;34;22;10;none;fuel recipient;43;['Propose monitoring flight']
8607;29/01/2024 18:30:00;-33.045642;-71.58004599999995;34;22;10;none;highway;9;['Propose monitoring flight']
8608;29/01/2024 18:40:00;-33.045642;-71.57504599999996;33;22;10;wood;street;89;[]
8609;29/01/2024 18:50:00;-33.045642;-71.57004599999996;33;25;12;smoke;trees;24;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8610;29/01/2024 19:00:00;-33.040642;-71.57004599999996;32;66;12;smoke;street;15;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
8611;29/01/2024 19:10:00;-33.040642;-71.57504599999996;33;63;10;suspicious presence;dry grass;233;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8612;29/01/2024 19:20:00;-33.040642;-71.58004599999995;33;63;8;illegal electricity connection;street;4;['Notify power company', 'Notify local collaborators']
8613;29/01/2024 19:30:00;-33.040642;-71.58504599999995;20;63;6;glass;road;39;['Contact waste collectors', 'Notify local collaborators']
8614;29/01/2024 19:40:00;-33.040642;-71.59004599999994;20;66;4;papers;trees;38;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8615;29/01/2024 19:50:00;-33.040642;-71.59504599999994;19;66;4;fire;ground;4;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
8616;29/01/2024 20:00:00;-33.040642;-71.60004599999994;20;66;35;gas recipient;ground;51;[]
8617;29/01/2024 20:10:00;-33.040642;-71.60504599999993;19;66;33;smoking;electric connection;261;['Notify local authorities']
8618;29/01/2024 20:20:00;-33.040642;-71.61004599999993;20;69;31;wood;highway;309;[]
8619;29/01/2024 20:30:00;-33.040642;-71.61504599999992;20;72;33;burning waste;ground;105;['Notify local authorities']
8620;29/01/2024 20:40:00;-33.035641999999996;-71.61504599999992;19;116;33;bonfire;grass;159;['Call fire fighters']
8621;29/01/2024 20:50:00;-33.035641999999996;-71.61004599999993;18;119;31;none;ground;66;['Propose monitoring flight']
8622;29/01/2024 21:00:00;-33.035641999999996;-71.60504599999993;20;122;29;none;trash;155;['Propose monitoring flight']
8623;29/01/2024 21:10:00;-33.035641999999996;-71.60004599999994;19;122;29;glass bottle;house;75;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8624;29/01/2024 21:20:00;-33.035641999999996;-71.59504599999994;19;125;29;lit campfire;trash;50;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8625;29/01/2024 21:30:00;-33.035641999999996;-71.59004599999994;20;18;27;bonfire;ground;596;[]
8626;29/01/2024 21:40:00;-33.035641999999996;-71.58504599999995;20;18;29;illegal electricity connection;fuel recipient;190;[]
8627;29/01/2024 21:50:00;-33.035641999999996;-71.58004599999995;21;21;31;glass;wood;57;['Notify local collaborators', 'Contact waste collectors']
8628;29/01/2024 22:00:00;-33.035641999999996;-71.57504599999996;22;18;46;smoking;ground;184;['Notify local authorities']
8629;29/01/2024 22:10:00;-33.035641999999996;-71.57004599999996;22;21;48;suspicious presence;electric connection;30;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8630;29/01/2024 22:20:00;-33.03064199999999;-71.57004599999996;22;30;46;lit campfire;tent;22;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8631;29/01/2024 22:30:00;-33.03064199999999;-71.57504599999996;15;30;44;soldering;grass;118;['Notify local authorities']
8632;29/01/2024 22:40:00;-33.03064199999999;-71.58004599999995;16;27;44;glass;fuel recipient;64;['Notify local collaborators', 'Contact waste collectors']
8633;29/01/2024 22:50:00;-33.03064199999999;-71.58504599999995;17;24;46;lit campfire;trees;217;['Notify local authorities']
8634;29/01/2024 23:00:00;-33.03064199999999;-71.59004599999994;16;27;48;illegal electricity connection;ground;91;[]
8635;29/01/2024 23:10:00;-33.03064199999999;-71.59504599999994;16;115;48;papers;trees;70;['Notify local collaborators', 'Contact waste collectors']
8636;29/01/2024 23:20:00;-33.03064199999999;-71.60004599999994;17;112;46;suspicious presence;wood;36;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8637;29/01/2024 23:30:00;-33.03064199999999;-71.60504599999993;17;112;48;suspicious presence;tent;300;['Notify local authorities']
8638;29/01/2024 23:40:00;-33.03064199999999;-71.61004599999993;18;109;46;smoke;street;616;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
8639;29/01/2024 23:50:00;-33.03064199999999;-71.61504599999992;17;112;48;soldering;trees;92;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8640;30/01/2024 00:00:00;-33.045642;-71.535046;39;62;18;papers;electric connection;37;['Notify local authorities', 'Contact waste collectors', 'Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8641;30/01/2024 00:10:00;-33.045642;-71.530046;39;62;20;wood;road;51;['Contact waste collectors', 'Notify local collaborators']
8642;30/01/2024 00:20:00;-33.045642;-71.525046;39;59;22;burning waste;house;17;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8643;30/01/2024 00:30:00;-33.045642;-71.52004600000001;40;62;24;glass;trash;250;['Contact waste collectors']
8644;30/01/2024 00:40:00;-33.045642;-71.51504600000001;41;62;26;none;grass;65;['Propose monitoring flight']
8645;30/01/2024 00:50:00;-33.045642;-71.51004600000002;40;64;26;smoking;ground;117;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8646;30/01/2024 01:00:00;-33.045642;-71.50504600000002;39;64;28;lighting a grill;ground;106;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8647;30/01/2024 01:10:00;-33.045642;-71.50004600000003;38;61;28;lighting a grill;ground;142;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8648;30/01/2024 01:20:00;-33.045642;-71.49504600000003;38;64;30;burning waste;trees;91;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8649;30/01/2024 01:30:00;-33.045642;-71.49004600000004;15;67;32;grill on;ground;81;[]
8650;30/01/2024 01:40:00;-33.050642;-71.49004600000004;14;91;34;smoke;fuel recipient;170;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8651;30/01/2024 01:50:00;-33.050642;-71.49504600000003;15;88;36;smoke;trees;416;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8652;30/01/2024 02:00:00;-33.050642;-71.50004600000003;14;85;15;smoke;ground;389;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
8653;30/01/2024 02:10:00;-33.050642;-71.50504600000002;13;82;15;fire;highway;29;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
8654;30/01/2024 02:20:00;-33.050642;-71.51004600000002;12;79;15;burning waste;trash;12;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8655;30/01/2024 02:30:00;-33.050642;-71.51504600000001;11;22;13;illegal electricity connection;highway;6;[]
8656;30/01/2024 02:40:00;-33.050642;-71.52004600000001;12;19;11;grill on;house;258;[]
8657;30/01/2024 02:50:00;-33.050642;-71.525046;11;16;9;wastes;ground;76;['Contact waste collectors']
8658;30/01/2024 03:00:00;-33.050642;-71.530046;35;19;9;gas recipient;dry grass;25;['Notify local authorities', 'Notify local collaborators']
8659;30/01/2024 03:10:00;-33.050642;-71.535046;36;19;7;gas recipient;trees;4;['Notify local authorities', 'Notify local collaborators']
8660;30/01/2024 03:20:00;-33.055642000000006;-71.535046;35;102;5;smoke;fuel recipient;62;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8661;30/01/2024 03:30:00;-33.055642000000006;-71.530046;36;102;3;fire;electric connection;9;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8662;30/01/2024 03:40:00;-33.055642000000006;-71.525046;36;102;1;lit campfire;trash;142;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8663;30/01/2024 03:50:00;-33.055642000000006;-71.52004600000001;35;102;3;glass;house;92;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8664;30/01/2024 04:00:00;-33.055642000000006;-71.51504600000001;34;105;42;fire;dry grass;115;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8665;30/01/2024 04:10:00;-33.055642000000006;-71.51004600000002;33;88;42;smoking;house;633;['Notify local authorities']
8666;30/01/2024 04:20:00;-33.055642000000006;-71.50504600000002;33;91;44;illegal electricity connection;electric connection;19;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
8667;30/01/2024 04:30:00;-33.055642000000006;-71.50004600000003;37;94;46;smoke;trees;21;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8668;30/01/2024 04:40:00;-33.055642000000006;-71.49504600000003;38;97;48;fire;grass;14;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8669;30/01/2024 04:50:00;-33.055642000000006;-71.49004600000004;37;94;50;dry grass;house;474;[]
8670;30/01/2024 05:00:00;-33.06064200000001;-71.49004600000004;38;115;48;glass;wood;52;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8671;30/01/2024 05:10:00;-33.06064200000001;-71.49504600000003;37;112;48;suspicious presence;ground;864;['Notify local authorities']
8672;30/01/2024 05:20:00;-33.06064200000001;-71.50004600000003;37;109;48;gas recipient;trash;134;[]
8673;30/01/2024 05:30:00;-33.06064200000001;-71.50504600000002;37;106;50;grill on;highway;279;[]
8674;30/01/2024 05:40:00;-33.06064200000001;-71.51004600000002;37;103;52;grill on;electric connection;59;['Notify local authorities', 'Notify local collaborators']
8675;30/01/2024 05:50:00;-33.06064200000001;-71.51504600000001;37;67;54;wood;wood;80;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8676;30/01/2024 06:00:00;-33.06064200000001;-71.52004600000001;35;70;42;glass bottle;house;73;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8677;30/01/2024 06:10:00;-33.06064200000001;-71.525046;36;67;40;smoke;electric connection;32;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
8678;30/01/2024 06:20:00;-33.06064200000001;-71.530046;37;67;38;lighting a grill;highway;41;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8679;30/01/2024 06:30:00;-33.06064200000001;-71.535046;36;70;36;bonfire;highway;86;['Call fire fighters']
8680;30/01/2024 06:40:00;-33.06564200000001;-71.535046;37;92;34;illegal electricity connection;trees;186;[]
8681;30/01/2024 06:50:00;-33.06564200000001;-71.530046;37;89;34;papers;wood;26;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8682;30/01/2024 07:00:00;-33.06564200000001;-71.525046;38;86;32;smoking;ground;99;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8683;30/01/2024 07:10:00;-33.06564200000001;-71.52004600000001;38;86;34;glass bottle;fuel recipient;57;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8684;30/01/2024 07:20:00;-33.06564200000001;-71.51504600000001;38;86;32;lighting a grill;wood;237;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8685;30/01/2024 07:30:00;-33.06564200000001;-71.51004600000002;17;82;34;grill on;ground;92;[]
8686;30/01/2024 07:40:00;-33.06564200000001;-71.50504600000002;18;79;32;glass bottle;trees;130;['Contact waste collectors']
8687;30/01/2024 07:50:00;-33.06564200000001;-71.50004600000003;17;76;30;dry grass;electric connection;54;['Notify local authorities', 'Notify local collaborators']
8688;30/01/2024 08:00:00;-33.06564200000001;-71.49504600000003;18;79;5;bonfire;road;202;['Call fire fighters']
8689;30/01/2024 08:10:00;-33.06564200000001;-71.49004600000004;19;76;3;wastes;street;128;['Contact waste collectors']
8690;30/01/2024 08:20:00;-33.070642000000014;-71.49004600000004;18;84;5;wastes;tent;18;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
8691;30/01/2024 08:30:00;-33.070642000000014;-71.49504600000003;17;87;3;glass;highway;40;['Contact waste collectors', 'Notify local collaborators']
8692;30/01/2024 08:40:00;-33.070642000000014;-71.50004600000003;17;90;5;suspicious presence;ground;1;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
8693;30/01/2024 08:50:00;-33.070642000000014;-71.50504600000002;16;90;5;dry grass;grass;544;[]
8694;30/01/2024 09:00:00;-33.070642000000014;-71.51004600000002;25;93;7;gas recipient;dry grass;17;['Notify local authorities', 'Notify local collaborators']
8695;30/01/2024 09:10:00;-33.070642000000014;-71.51504600000001;24;26;9;suspicious presence;dry grass;253;['Notify local authorities']
8696;30/01/2024 09:20:00;-33.070642000000014;-71.52004600000001;25;26;9;lighting a grill;wood;65;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
8697;30/01/2024 09:30:00;-33.070642000000014;-71.525046;25;26;7;fire;tent;71;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
